passenger-carry, t = 0, b = 263, origin = 1, dest = 2, val = 1.0
reroute, t = 73, b = 127, origin = 0, dest = 1, val = 0.22375065806868816
reroute, t = 73, b = 129, origin = 0, dest = 1, val = 0.11056904273647658
reroute, t = 73, b = 165, origin = 2, dest = 1, val = 0.1788571633921941
reroute, t = 74, b = 81, origin = 2, dest = 1, val = 0.11535108922447329
reroute, t = 74, b = 89, origin = 2, dest = 1, val = 0.26589286842341137
reroute, t = 74, b = 111, origin = 2, dest = 1, val = 0.11137189473850179
reroute, t = 74, b = 113, origin = 2, dest = 1, val = 0.10431932000160167
reroute, t = 74, b = 115, origin = 2, dest = 1, val = 0.20640149209760916
reroute, t = 74, b = 129, origin = 2, dest = 1, val = 0.18848083761845552
reroute, t = 74, b = 131, origin = 2, dest = 1, val = 0.20597119496607175
reroute, t = 74, b = 139, origin = 2, dest = 1, val = 0.2363545056486422
reroute, t = 76, b = 7, origin = 0, dest = 0, val = 0.1763403343107826
reroute, t = 76, b = 7, origin = 3, dest = 3, val = 0.12222222222222003
reroute, t = 76, b = 25, origin = 2, dest = 1, val = 0.13664221536266657
reroute, t = 76, b = 41, origin = 2, dest = 1, val = 0.10231068844795993
reroute, t = 76, b = 63, origin = 0, dest = 1, val = 0.19490421025893961
reroute, t = 76, b = 69, origin = 3, dest = 3, val = 0.11535108922447329
reroute, t = 76, b = 75, origin = 0, dest = 0, val = 0.10725256361100372
reroute, t = 76, b = 77, origin = 3, dest = 1, val = 0.19879871011737954
reroute, t = 76, b = 83, origin = 0, dest = 1, val = 0.16876991577522438
reroute, t = 76, b = 85, origin = 0, dest = 1, val = 0.11880773031947987
reroute, t = 76, b = 91, origin = 2, dest = 1, val = 0.23040208206539725
reroute, t = 76, b = 97, origin = 0, dest = 0, val = 0.12843404566012115
reroute, t = 76, b = 99, origin = 2, dest = 1, val = 0.11137189473850179
reroute, t = 76, b = 101, origin = 3, dest = 1, val = 0.17582556171499253
reroute, t = 76, b = 103, origin = 2, dest = 1, val = 0.20640149209760916
reroute, t = 76, b = 113, origin = 3, dest = 1, val = 0.13576634212926486
reroute, t = 76, b = 127, origin = 2, dest = 1, val = 0.2363545056486422
reroute, t = 77, b = 27, origin = 2, dest = 1, val = 0.14642045336402848
reroute, t = 77, b = 53, origin = 2, dest = 1, val = 0.1771693382304158
reroute, t = 77, b = 69, origin = 3, dest = 1, val = 0.11535108922447329
reroute, t = 77, b = 73, origin = 2, dest = 1, val = 0.21323795891275704
reroute, t = 77, b = 75, origin = 0, dest = 0, val = 0.10725256361100372
reroute, t = 77, b = 75, origin = 2, dest = 1, val = 0.1746000405094379
reroute, t = 77, b = 79, origin = 2, dest = 1, val = 0.10718483176290508
reroute, t = 77, b = 87, origin = 2, dest = 1, val = 0.2003649054979237
reroute, t = 77, b = 93, origin = 2, dest = 1, val = 0.14285576988218085
reroute, t = 77, b = 99, origin = 2, dest = 1, val = 0.11173624231977815
reroute, t = 77, b = 113, origin = 2, dest = 1, val = 0.1292405683235124
reroute, t = 77, b = 115, origin = 2, dest = 1, val = 0.18848083761845552
reroute, t = 77, b = 149, origin = 2, dest = 1, val = 0.1788571633921941
reroute, t = 77, b = 193, origin = 0, dest = 0, val = 0.14317891842185723
reroute, t = 78, b = 13, origin = 2, dest = 1, val = 0.13664221536266657
reroute, t = 78, b = 29, origin = 2, dest = 1, val = 0.10231068844795993
reroute, t = 78, b = 63, origin = 2, dest = 1, val = 0.19879871011737954
reroute, t = 78, b = 75, origin = 0, dest = 2, val = 0.10725256361100372
reroute, t = 78, b = 79, origin = 2, dest = 1, val = 0.23040208206539725
reroute, t = 78, b = 83, origin = 2, dest = 1, val = 0.22375065806868816
reroute, t = 78, b = 91, origin = 3, dest = 1, val = 0.20640149209760916
reroute, t = 78, b = 115, origin = 2, dest = 1, val = 0.2363545056486422
reroute, t = 78, b = 157, origin = 3, dest = 1, val = 0.12222222222222003
reroute, t = 79, b = 15, origin = 3, dest = 3, val = 0.14642045336402848
reroute, t = 79, b = 41, origin = 3, dest = 3, val = 0.1771693382304158
reroute, t = 79, b = 49, origin = 0, dest = 0, val = 0.1030734360141584
reroute, t = 79, b = 55, origin = 2, dest = 1, val = 0.11535108922447329
reroute, t = 79, b = 67, origin = 2, dest = 1, val = 0.10718483176290508
reroute, t = 79, b = 87, origin = 2, dest = 0, val = 0.11173624231977815
reroute, t = 79, b = 97, origin = 2, dest = 1, val = 0.20143524978344862
reroute, t = 79, b = 101, origin = 2, dest = 1, val = 0.1292405683235124
reroute, t = 79, b = 113, origin = 3, dest = 3, val = 0.17533532306996152
reroute, t = 79, b = 137, origin = 2, dest = 2, val = 0.1788571633921941
reroute, t = 79, b = 153, origin = 2, dest = 1, val = 0.1514997520046841
reroute, t = 80, b = 21, origin = 2, dest = 1, val = 0.19490421025893961
reroute, t = 80, b = 29, origin = 2, dest = 1, val = 0.12503078204158635
reroute, t = 80, b = 33, origin = 2, dest = 1, val = 0.1400289827575441
reroute, t = 80, b = 41, origin = 2, dest = 0, val = 0.2729408857185387
reroute, t = 80, b = 41, origin = 3, dest = 3, val = 0.1771693382304158
reroute, t = 80, b = 43, origin = 2, dest = 1, val = 0.11880773031947987
reroute, t = 80, b = 49, origin = 0, dest = 2, val = 0.1030734360141584
reroute, t = 80, b = 51, origin = 2, dest = 1, val = 0.19879871011737954
reroute, t = 80, b = 61, origin = 2, dest = 1, val = 0.14856156029525835
reroute, t = 80, b = 67, origin = 2, dest = 1, val = 0.23040208206539725
reroute, t = 80, b = 71, origin = 2, dest = 1, val = 0.22375065806868816
reroute, t = 80, b = 103, origin = 2, dest = 1, val = 0.2363545056486422
reroute, t = 80, b = 113, origin = 2, dest = 1, val = 0.10123298045166627
reroute, t = 80, b = 113, origin = 3, dest = 1, val = 0.17533532306996152
reroute, t = 80, b = 127, origin = 2, dest = 1, val = 0.15050996589464116
reroute, t = 80, b = 131, origin = 2, dest = 0, val = 0.31150625727177167
reroute, t = 80, b = 137, origin = 2, dest = 2, val = 0.28520765909441315
reroute, t = 80, b = 143, origin = 2, dest = 1, val = 0.12222222222222003
reroute, t = 80, b = 167, origin = 2, dest = 0, val = 0.2107369297330613
reroute, t = 80, b = 211, origin = 2, dest = 1, val = 0.21323795891275704
reroute, t = 81, b = 37, origin = 2, dest = 1, val = 0.10725256361100372
reroute, t = 81, b = 71, origin = 2, dest = 1, val = 0.2276733105987071
reroute, t = 81, b = 89, origin = 2, dest = 1, val = 0.1292405683235124
reroute, t = 81, b = 137, origin = 2, dest = 1, val = 0.28520765909441315
reroute, t = 81, b = 141, origin = 3, dest = 1, val = 0.1514997520046841
reroute, t = 81, b = 155, origin = 2, dest = 1, val = 0.14317891842185723
reroute, t = 81, b = 167, origin = 2, dest = 1, val = 0.10231068844795993
reroute, t = 81, b = 205, origin = 1, dest = 2, val = 0.21323795891275704
reroute, t = 81, b = 229, origin = 3, dest = 3, val = 0.14285576988218085
reroute, t = 81, b = 233, origin = 2, dest = 1, val = 0.2871974564534943
reroute, t = 82, b = 9, origin = 2, dest = 1, val = 0.13296900495164804
reroute, t = 82, b = 39, origin = 3, dest = 1, val = 0.13437141932376917
reroute, t = 82, b = 55, origin = 2, dest = 1, val = 0.23040208206539725
reroute, t = 82, b = 83, origin = 2, dest = 1, val = 0.20143524978344862
reroute, t = 82, b = 91, origin = 2, dest = 1, val = 0.2363545056486422
reroute, t = 82, b = 115, origin = 3, dest = 1, val = 0.15050996589464116
reroute, t = 82, b = 131, origin = 1, dest = 1, val = 0.28520765909441315
reroute, t = 82, b = 149, origin = 2, dest = 1, val = 0.18726881646664245
reroute, t = 82, b = 199, origin = 2, dest = 1, val = 0.21323795891275704
reroute, t = 82, b = 223, origin = 2, dest = 1, val = 0.18466173097957508
reroute, t = 82, b = 229, origin = 3, dest = 3, val = 0.14285576988218085
reroute, t = 83, b = 3, origin = 1, dest = 1, val = 0.13296900495164804
reroute, t = 83, b = 19, origin = 2, dest = 1, val = 0.1400289827575441
reroute, t = 83, b = 25, origin = 2, dest = 1, val = 0.10725256361100372
reroute, t = 83, b = 57, origin = 2, dest = 1, val = 0.22375065806868816
reroute, t = 83, b = 71, origin = 2, dest = 1, val = 0.20640149209760916
reroute, t = 83, b = 77, origin = 2, dest = 1, val = 0.1292405683235124
reroute, t = 83, b = 99, origin = 2, dest = 1, val = 0.10123298045166627
reroute, t = 83, b = 107, origin = 1, dest = 1, val = 0.15050996589464116
reroute, t = 83, b = 115, origin = 2, dest = 2, val = 0.1763403343107826
reroute, t = 83, b = 127, origin = 2, dest = 1, val = 0.1514997520046841
reroute, t = 83, b = 131, origin = 1, dest = 1, val = 0.28520765909441315
reroute, t = 83, b = 145, origin = 2, dest = 1, val = 0.10661357103601068
reroute, t = 83, b = 151, origin = 2, dest = 1, val = 0.20810388320818662
reroute, t = 83, b = 155, origin = 2, dest = 1, val = 0.16867635419166352
reroute, t = 83, b = 159, origin = 3, dest = 1, val = 0.19490421025893961
reroute, t = 83, b = 161, origin = 3, dest = 1, val = 0.14642045336402848
reroute, t = 83, b = 167, origin = 2, dest = 1, val = 0.12503078204158635
reroute, t = 83, b = 181, origin = 3, dest = 3, val = 0.11880773031947987
reroute, t = 83, b = 187, origin = 2, dest = 1, val = 0.11173494507008332
reroute, t = 83, b = 191, origin = 2, dest = 1, val = 0.11535108922447329
reroute, t = 83, b = 199, origin = 3, dest = 1, val = 0.14856156029525835
reroute, t = 83, b = 203, origin = 2, dest = 1, val = 0.15493774015047113
reroute, t = 83, b = 205, origin = 2, dest = 1, val = 0.20597119496607175
reroute, t = 83, b = 221, origin = 2, dest = 1, val = 0.2871974564534943
reroute, t = 83, b = 223, origin = 2, dest = 1, val = 0.12843404566012115
reroute, t = 83, b = 229, origin = 3, dest = 1, val = 0.14285576988218085
reroute, t = 84, b = 71, origin = 2, dest = 2, val = 0.20143524978344862
reroute, t = 84, b = 181, origin = 3, dest = 1, val = 0.11880773031947987
reroute, t = 84, b = 209, origin = 3, dest = 1, val = 0.2276733105987071
reroute, t = 84, b = 211, origin = 2, dest = 1, val = 0.18466173097957508
reroute, t = 84, b = 215, origin = 0, dest = 0, val = 0.27106685846173034
reroute, t = 85, b = 23, origin = 3, dest = 1, val = 0.13437141932376917
reroute, t = 85, b = 45, origin = 2, dest = 1, val = 0.22375065806868816
reroute, t = 85, b = 59, origin = 2, dest = 1, val = 0.20640149209760916
reroute, t = 85, b = 65, origin = 2, dest = 1, val = 0.1292405683235124
reroute, t = 85, b = 71, origin = 2, dest = 1, val = 0.20143524978344862
reroute, t = 85, b = 77, origin = 2, dest = 2, val = 0.1066601613995788
reroute, t = 85, b = 87, origin = 2, dest = 1, val = 0.10123298045166627
reroute, t = 85, b = 101, origin = 3, dest = 0, val = 0.20417322705730254
reroute, t = 85, b = 113, origin = 2, dest = 1, val = 0.1763403343107826
reroute, t = 85, b = 115, origin = 2, dest = 1, val = 0.1514997520046841
reroute, t = 85, b = 135, origin = 3, dest = 3, val = 0.18726881646664245
reroute, t = 85, b = 145, origin = 3, dest = 1, val = 0.19490421025893961
reroute, t = 85, b = 175, origin = 2, dest = 1, val = 0.11173494507008332
reroute, t = 85, b = 185, origin = 2, dest = 1, val = 0.21323795891275704
reroute, t = 85, b = 189, origin = 1, dest = 2, val = 0.14856156029525835
reroute, t = 85, b = 191, origin = 0, dest = 0, val = 0.11173624231977815
reroute, t = 85, b = 191, origin = 2, dest = 1, val = 0.15493774015047113
reroute, t = 85, b = 193, origin = 2, dest = 1, val = 0.436373277031469
reroute, t = 85, b = 215, origin = 0, dest = 0, val = 0.27106685846173034
reroute, t = 86, b = 31, origin = 2, dest = 1, val = 0.19879871011737954
reroute, t = 86, b = 59, origin = 2, dest = 1, val = 0.31150625727177167
reroute, t = 86, b = 105, origin = 2, dest = 1, val = 0.3092853687188064
reroute, t = 86, b = 123, origin = 2, dest = 1, val = 0.28520765909441315
reroute, t = 86, b = 131, origin = 2, dest = 1, val = 0.15575246372844118
reroute, t = 86, b = 135, origin = 3, dest = 1, val = 0.18726881646664245
reroute, t = 86, b = 137, origin = 2, dest = 0, val = 0.3827039237176245
reroute, t = 86, b = 141, origin = 2, dest = 1, val = 0.2521072299336651
reroute, t = 86, b = 145, origin = 2, dest = 1, val = 0.14642045336402848
reroute, t = 86, b = 153, origin = 2, dest = 1, val = 0.24942360401934976
reroute, t = 86, b = 157, origin = 2, dest = 0, val = 0.1030734360141584
reroute, t = 86, b = 167, origin = 2, dest = 1, val = 0.11880773031947987
reroute, t = 86, b = 177, origin = 2, dest = 1, val = 0.11535108922447329
reroute, t = 86, b = 183, origin = 2, dest = 1, val = 0.21245161722380948
reroute, t = 86, b = 195, origin = 2, dest = 1, val = 0.2276733105987071
reroute, t = 86, b = 199, origin = 2, dest = 1, val = 0.18466173097957508
reroute, t = 86, b = 207, origin = 2, dest = 1, val = 0.32585573891926706
reroute, t = 86, b = 209, origin = 2, dest = 1, val = 0.12843404566012115
reroute, t = 87, b = 33, origin = 2, dest = 1, val = 0.22375065806868816
reroute, t = 87, b = 59, origin = 2, dest = 1, val = 0.20143524978344862
reroute, t = 87, b = 61, origin = 0, dest = 0, val = 0.20417322705730254
reroute, t = 87, b = 103, origin = 2, dest = 1, val = 0.1514997520046841
reroute, t = 87, b = 105, origin = 1, dest = 3, val = 0.1763403343107826
reroute, t = 87, b = 121, origin = 3, dest = 3, val = 0.10661357103601068
reroute, t = 87, b = 127, origin = 1, dest = 2, val = 0.18726881646664245
reroute, t = 87, b = 131, origin = 2, dest = 1, val = 0.19490421025893961
reroute, t = 87, b = 139, origin = 1, dest = 3, val = 0.14642045336402848
reroute, t = 87, b = 145, origin = 3, dest = 1, val = 0.13494834052481314
reroute, t = 87, b = 173, origin = 3, dest = 1, val = 0.21323795891275704
reroute, t = 87, b = 177, origin = 1, dest = 1, val = 0.21245161722380948
reroute, t = 87, b = 181, origin = 2, dest = 1, val = 0.436373277031469
reroute, t = 87, b = 209, origin = 1, dest = 1, val = 0.1292405683235124
reroute, t = 87, b = 211, origin = 2, dest = 2, val = 0.14285576988218085
reroute, t = 88, b = 19, origin = 2, dest = 1, val = 0.19879871011737954
reroute, t = 88, b = 45, origin = 2, dest = 1, val = 0.20640149209760916
reroute, t = 88, b = 47, origin = 2, dest = 1, val = 0.31150625727177167
reroute, t = 88, b = 65, origin = 3, dest = 1, val = 0.1066601613995788
reroute, t = 88, b = 73, origin = 2, dest = 1, val = 0.10123298045165952
reroute, t = 88, b = 83, origin = 3, dest = 2, val = 0.2107369297330613
reroute, t = 88, b = 93, origin = 2, dest = 1, val = 0.3092853687188064
reroute, t = 88, b = 99, origin = 3, dest = 1, val = 0.1763403343107826
reroute, t = 88, b = 111, origin = 2, dest = 1, val = 0.6009464637195985
reroute, t = 88, b = 119, origin = 2, dest = 1, val = 0.22878722454611397
reroute, t = 88, b = 121, origin = 2, dest = 1, val = 0.18726881646664245
reroute, t = 88, b = 121, origin = 3, dest = 1, val = 0.10661357103601068
reroute, t = 88, b = 129, origin = 2, dest = 1, val = 0.2521072299336651
reroute, t = 88, b = 133, origin = 3, dest = 1, val = 0.14642045336402848
reroute, t = 88, b = 135, origin = 3, dest = 1, val = 0.21022801692731413
reroute, t = 88, b = 141, origin = 2, dest = 1, val = 0.32850138853680433
reroute, t = 88, b = 151, origin = 3, dest = 1, val = 0.10725256361100372
reroute, t = 88, b = 155, origin = 2, dest = 1, val = 0.11880773031947987
reroute, t = 88, b = 159, origin = 2, dest = 1, val = 0.13437141932376917
reroute, t = 88, b = 165, origin = 2, dest = 1, val = 0.11535108922447329
reroute, t = 88, b = 177, origin = 2, dest = 1, val = 0.15493774015047113
reroute, t = 88, b = 183, origin = 2, dest = 3, val = 0.2276733105987071
reroute, t = 88, b = 195, origin = 3, dest = 1, val = 0.32585573891926706
reroute, t = 88, b = 197, origin = 2, dest = 1, val = 0.12843404566012115
reroute, t = 88, b = 211, origin = 2, dest = 1, val = 0.14285576988218085
reroute, t = 88, b = 215, origin = 3, dest = 1, val = 0.2363545056486422
reroute, t = 88, b = 229, origin = 3, dest = 1, val = 0.11186529275818363
reroute, t = 89, b = 21, origin = 2, dest = 2, val = 0.22375065806868816
reroute, t = 89, b = 41, origin = 3, dest = 1, val = 0.12222222222222003
reroute, t = 89, b = 97, origin = 0, dest = 0, val = 0.3827039237176245
reroute, t = 89, b = 119, origin = 2, dest = 1, val = 0.19490421025893961
reroute, t = 89, b = 159, origin = 2, dest = 1, val = 0.32497290398284034
reroute, t = 89, b = 169, origin = 3, dest = 1, val = 0.436373277031469
reroute, t = 89, b = 171, origin = 3, dest = 1, val = 0.21245161722380948
reroute, t = 89, b = 185, origin = 2, dest = 1, val = 0.18466173097957508
reroute, t = 89, b = 191, origin = 1, dest = 1, val = 0.12843404566012115
reroute, t = 89, b = 203, origin = 3, dest = 1, val = 0.1292405683235124
reroute, t = 90, b = 7, origin = 2, dest = 2, val = 0.19879871011737954
reroute, t = 90, b = 15, origin = 2, dest = 1, val = 0.17533532306996152
reroute, t = 90, b = 21, origin = 2, dest = 1, val = 0.22375065806868816
reroute, t = 90, b = 33, origin = 2, dest = 1, val = 0.20640149209760916
reroute, t = 90, b = 35, origin = 2, dest = 1, val = 0.31150625727177167
reroute, t = 90, b = 45, origin = 2, dest = 1, val = 0.20143524978344862
reroute, t = 90, b = 49, origin = 0, dest = 0, val = 0.20417322705730254
reroute, t = 90, b = 51, origin = 2, dest = 1, val = 0.1066601613995788
reroute, t = 90, b = 61, origin = 2, dest = 1, val = 0.10123298045165952
reroute, t = 90, b = 69, origin = 2, dest = 1, val = 0.2107369297330613
reroute, t = 90, b = 81, origin = 2, dest = 1, val = 0.3092853687188064
reroute, t = 90, b = 85, origin = 2, dest = 1, val = 0.1763403343107826
reroute, t = 90, b = 89, origin = 2, dest = 1, val = 0.24042191735346122
reroute, t = 90, b = 99, origin = 2, dest = 1, val = 0.6009464637195985
reroute, t = 90, b = 109, origin = 2, dest = 1, val = 0.18726881646664245
reroute, t = 90, b = 111, origin = 0, dest = 2, val = 0.1030734360141584
reroute, t = 90, b = 117, origin = 2, dest = 1, val = 0.2521072299336651
reroute, t = 90, b = 119, origin = 2, dest = 1, val = 0.14642045336402848
reroute, t = 90, b = 121, origin = 2, dest = 1, val = 0.31741284869021924
reroute, t = 90, b = 129, origin = 2, dest = 1, val = 0.13494834052481314
reroute, t = 90, b = 143, origin = 2, dest = 1, val = 0.11880773031947987
reroute, t = 90, b = 147, origin = 2, dest = 1, val = 0.13437141932376917
reroute, t = 90, b = 149, origin = 2, dest = 1, val = 0.25176522507732224
reroute, t = 90, b = 153, origin = 1, dest = 2, val = 0.32497290398284034
reroute, t = 90, b = 153, origin = 2, dest = 1, val = 0.11535108922447329
reroute, t = 90, b = 163, origin = 1, dest = 3, val = 0.21245161722380948
